data_name,mask_id,mask,pos_mask_ids
HG_BraTS20_Training_347,8,"[True, False, False, True]","[0, 3, 8]"
HG_BraTS20_Training_350,2,"[False, False, True, False]",[2]
HG_BraTS20_Training_351,14,"[True, True, True, True]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
HG_BraTS20_Training_355,9,"[True, True, False, False]","[1, 3, 9]"
HG_BraTS20_Training_356,5,"[False, True, True, False]","[1, 2, 5]"
HG_BraTS20_Training_358,6,"[True, False, True, False]","[2, 3, 6]"
HG_BraTS20_Training_359,10,"[True, True, True, False]","[1, 2, 3, 5, 6, 9, 10]"
HG_BraTS20_Training_360,9,"[True, True, False, False]","[1, 3, 9]"
HG_BraTS20_Training_361,0,"[False, False, False, True]",[0]
HG_BraTS20_Training_363,8,"[True, False, False, True]","[0, 3, 8]"
HG_BraTS20_Training_368,9,"[True, True, False, False]","[1, 3, 9]"
HG_BraTS20_Training_369,6,"[True, False, True, False]","[2, 3, 6]"
LG_BraTS20_Training_260,11,"[True, False, True, True]","[0, 2, 3, 6, 7, 8, 11]"
LG_BraTS20_Training_261,13,"[False, True, True, True]","[0, 1, 2, 4, 5, 7, 13]"
LG_BraTS20_Training_264,2,"[False, False, True, False]",[2]
LG_BraTS20_Training_267,3,"[True, False, False, False]",[3]
LG_BraTS20_Training_269,3,"[True, False, False, False]",[3]
LG_BraTS20_Training_273,13,"[False, True, True, True]","[0, 1, 2, 4, 5, 7, 13]"
LG_BraTS20_Training_274,9,"[True, True, False, False]","[1, 3, 9]"
LG_BraTS20_Training_275,8,"[True, False, False, True]","[0, 3, 8]"
LG_BraTS20_Training_276,8,"[True, False, False, True]","[0, 3, 8]"
LG_BraTS20_Training_278,6,"[True, False, True, False]","[2, 3, 6]"
LG_BraTS20_Training_280,1,"[False, True, False, False]",[1]
LG_BraTS20_Training_282,9,"[True, True, False, False]","[1, 3, 9]"
LG_BraTS20_Training_284,11,"[True, False, True, True]","[0, 2, 3, 6, 7, 8, 11]"
LG_BraTS20_Training_286,6,"[True, False, True, False]","[2, 3, 6]"
LG_BraTS20_Training_289,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_290,11,"[True, False, True, True]","[0, 2, 3, 6, 7, 8, 11]"
LG_BraTS20_Training_291,2,"[False, False, True, False]",[2]
LG_BraTS20_Training_292,3,"[True, False, False, False]",[3]
LG_BraTS20_Training_294,8,"[True, False, False, True]","[0, 3, 8]"
LG_BraTS20_Training_296,10,"[True, True, True, False]","[1, 2, 3, 5, 6, 9, 10]"
LG_BraTS20_Training_297,1,"[False, True, False, False]",[1]
LG_BraTS20_Training_298,14,"[True, True, True, True]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
LG_BraTS20_Training_301,5,"[False, True, True, False]","[1, 2, 5]"
LG_BraTS20_Training_302,3,"[True, False, False, False]",[3]
LG_BraTS20_Training_304,12,"[True, True, False, True]","[0, 1, 3, 4, 8, 9, 12]"
LG_BraTS20_Training_307,5,"[False, True, True, False]","[1, 2, 5]"
LG_BraTS20_Training_308,5,"[False, True, True, False]","[1, 2, 5]"
LG_BraTS20_Training_312,2,"[False, False, True, False]",[2]
LG_BraTS20_Training_314,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_315,8,"[True, False, False, True]","[0, 3, 8]"
LG_BraTS20_Training_316,3,"[True, False, False, False]",[3]
LG_BraTS20_Training_317,2,"[False, False, True, False]",[2]
LG_BraTS20_Training_318,7,"[False, False, True, True]","[0, 2, 7]"
LG_BraTS20_Training_321,2,"[False, False, True, False]",[2]
LG_BraTS20_Training_323,1,"[False, True, False, False]",[1]
LG_BraTS20_Training_324,9,"[True, True, False, False]","[1, 3, 9]"
LG_BraTS20_Training_325,9,"[True, True, False, False]","[1, 3, 9]"
LG_BraTS20_Training_326,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_327,0,"[False, False, False, True]",[0]
LG_BraTS20_Training_328,9,"[True, True, False, False]","[1, 3, 9]"
LG_BraTS20_Training_333,2,"[False, False, True, False]",[2]
LG_BraTS20_Training_334,3,"[True, False, False, False]",[3]
